# BEAST v1.8.4
# Generated Sun Jan 13 09:46:34 OMST 2019 [seed=1547351194255]
# nac1_sfragm_mod.xml
state	posterior	prior	likelihood	treeModel.rootHeight	exponential.popSize	exponential.growthRate	ac	ag	at	cg	gt	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
201000	-253.56404346373958	-10.987554183837478	-242.5764892799021	0.20497664087125175	0.15394498363186795	0.061113830847892125	1.997935452585427E-6	1.3289682748542908	0.7496213092978915	0.01884630154749271	0.14279509013080272	1.0	0.03660298890449187	0.9932931512335262	0.04476439114036446	0.6815685279535255	-242.5764892799021	-16.635532333438686	1.061834952115766
202000	-262.63674374046354	-17.881270785333044	-244.7554729551305	0.34655284046666407	0.5068180021267551	3.414012781796502	7.74593591925649E-6	1.3289682748542908	0.5797928664303578	0.17100890846856684	0.024620303416521078	1.0	0.047901392578729336	0.9704502956000424	0.040316636933052	-0.19490623257166687	-244.7554729551305	-16.635532333438686	0.2013163120474153
203000	-254.9155380557655	-12.97579447061556	-241.93974358514993	0.26314420266211647	0.6138158898860606	1.3214838131085918	1.0125542660897382E-6	1.0044307987117878	0.5797928664303578	0.05966797480867164	0.024620303416521078	1.0	0.24002831826380258	0.8778300416446043	0.24560798486032806	-2.0661384869753078E-16	-241.93974358514993	-16.635532333438686	0.5556112698917817
204000	-256.5664417548221	-13.509671614680585	-243.05677014014154	0.2630925572011029	0.27452775077444885	-1.3622852538338686	2.1126492230703247E-6	0.7618962285585875	0.7950090495518913	0.13546598592521744	0.01895901420179648	1.0	0.3279429735571022	1.165061092198989	0.15595728077409468	-0.5046209385626281	-243.05677014014154	-16.635532333438686	0.8047911608798356
205000	-260.0704730682154	-17.40751966204577	-242.6629534061696	0.27935081022337144	0.24278234193928158	3.4257212004861044	8.607147868964583E-6	0.8185566962944315	0.7950090495518913	0.018368729387762864	0.10863515246827692	1.0	0.5626008155278611	0.891060058673815	0.30645947720716016	-0.2533018566992142	-242.6629534061696	-16.635532333438686	0.7143830381019352
206000	-257.36869935594643	-15.267658885281707	-242.10104047066474	0.27274758406687394	0.34240386956861113	2.2297013546962012	5.354682297563361E-6	0.21972185652256201	0.7950090495518913	0.009428162319769407	0.24529363572799154	1.0	0.28949728774201944	0.8077131128169366	0.3339607556592117	0.02261783421602125	-242.10104047066474	-16.635532333438686	-0.3946062047286316
207000	-255.43250779813084	-12.986351031748963	-242.44615676638188	0.23572625494674884	0.2734544001809409	0.17584061422452812	5.608280462526737E-5	0.21972185652256201	0.3155553816773748	0.008801525430574228	0.23767570738621346	1.0	0.1015264719721152	0.9703334407100309	0.0825185627577588	-0.26197969198554966	-242.44615676638188	-16.635532333438686	0.2535955635364291
208000	-258.26850267402745	-15.376476646606331	-242.8920260274211	0.18627827994812893	0.2837710104747926	3.8946374539394184	8.751132184068256E-5	0.24522811113271084	0.9176871296146287	0.008987423402411503	0.1042509916909072	1.0	0.14980061265833763	0.989871070616715	0.08301562692681846	-0.5104835456210028	-242.8920260274211	-16.635532333438686	2.590418515751231
209000	-258.3064178229382	-12.918251446535027	-245.38816637640318	0.31076352385427963	0.31452181670829676	-0.09452356790448309	3.231511583376388E-5	0.4509219208928263	0.5778446642349945	0.3759719712108039	0.0020391769617393953	1.0	0.023642930700320714	1.0027041756665158	0.02142208406113488	-0.13466089068500675	-245.38816637640318	-16.635532333438686	-0.022018742791156676
210000	-256.59615860072296	-12.160046854274025	-244.43611174644892	0.350166714077765	0.34286465653608866	0.43864314340638577	6.990869075678626E-6	0.48208768291951015	0.8333944767516832	0.38641402159169536	2.870037395011503E-4	1.0	0.45662632030298267	0.804579906398085	0.46853886149514884	0.14117438607803945	-244.43611174644892	-16.635532333438686	-0.3862248685262373
211000	-254.9658271573211	-9.499690654204976	-245.4661365031161	0.18323572270219982	0.17785759435982268	-0.07382016072919112	4.470025364782588E-6	1.2011370854113035	0.9458203825947061	0.5088288504601001	4.025032481993722E-5	1.0	0.5136384249682946	1.0418360000347022	0.327679233673239	-0.5777501748708243	-245.4661365031161	-16.635532333438686	0.44130869177081
212000	-250.1482855762968	-7.716551870992626	-242.43173370530417	0.2565727001440038	0.26347106259604336	-0.18926685537336563	1.188612564759057E-5	0.8243429950732124	1.0830314737127986	0.029921828501431613	4.9598800714729555E-5	1.0	0.029677371986677237	1.0020620466043908	0.03326871382090198	0.3891734485551471	-242.43173370530417	-16.635532333438686	-0.5653206526232104
213000	-251.61583260652046	-8.685951335003773	-242.92988127151668	0.2889588086625566	0.3031840104247533	1.659499447463979	4.533906086355983E-6	0.729466435797948	1.1329057067647288	0.10692304127968605	7.189601054326929E-5	1.0	0.016240237135627843	0.9973656132878818	0.021134853896198846	0.06783446812415757	-242.92988127151668	-16.635532333438686	0.6170914824508995
214000	-251.59135472769148	-9.459299129153491	-242.132055598538	0.24241200788274414	0.5262238844753538	3.1302649643921128	6.064359743286166E-6	0.5156250344910673	1.0792506592453497	0.08570535848001981	2.5758569281265655E-5	1.0	0.3832561141586813	0.9489653197104319	0.39086428517509963	-0.40603043760811147	-242.132055598538	-16.635532333438686	1.6641180119579693
215000	-245.1484079471078	-3.6038491418549707	-241.54455880525285	0.24449808987722726	0.19375295527163006	0.4276796524227471	6.064359743286166E-6	0.5938265378012678	0.5727105680408963	0.016290167877920394	1.339946688307792E-5	1.0	0.13242579402638854	0.8839796358104425	0.1107978525000607	-0.2987418009451943	-241.54455880525285	-16.635532333438686	0.3456388174449707
216000	-247.71230666718782	-4.882274196070513	-242.8300324711173	0.2766576320865857	0.9848387954093318	1.6822516381526391	8.428053432409313E-7	0.9870225178065752	0.9510862588978654	0.005212917435657561	5.105223278185154E-6	1.0	0.31721861758901193	1.0307283265181328	0.28388585802300526	0.734079254067307	-242.8300324711173	-16.635532333438686	-0.3509200171713102
217000	-244.90482375332994	-4.324183003542235	-240.5806407497877	0.252406384805181	0.17477236407525268	-0.5645270718790579	4.980866232543919E-7	0.9870225178065752	0.9510862588978654	0.0848735944733883	5.105223278185154E-6	1.0	0.06676753224526177	0.9703097068659329	0.06667937287204222	-0.5418230302842679	-240.5806407497877	-16.635532333438686	-1.2320759578972205
218000	-242.48310366293978	-1.9955990935168142	-240.48750456942298	0.2758123225472011	0.5744712160811191	-0.6684153649718758	2.585648943724282E-7	0.6667790199107467	0.5124681481377471	0.03553313709975759	2.3825813086226732E-6	1.0	0.13780299786644712	0.8973854063604496	0.11339303896297685	-0.4765014893467042	-240.48750456942298	-16.635532333438686	-0.5953945069340865
219000	-245.55892016369015	-3.5110419598881446	-242.04787820380201	0.36529798150731096	0.28847220334770296	1.2893067955642903	5.111074271741019E-7	0.3698617648490659	0.6966280963097164	0.0946125010957712	2.4359838137467054E-6	1.0	0.384735237076029	0.758174390707295	0.46679588072861233	-0.1520682001971658	-242.04787820380201	-16.635532333438686	-0.0979457364177343
220000	-243.84683459563897	-2.610525169675954	-241.23630942596301	0.20415685966221833	0.19020332259816142	0.8306154176580719	1.4667783771814625E-6	0.6693334694802222	1.1011320640938589	0.06981526653435353	9.00785636915648E-7	1.0	0.2962013610428383	0.9817450692100754	0.3293869996019793	-0.19633825102107744	-241.23630942596301	-16.635532333438686	0.4808577180114586
221000	-247.05746266679222	-2.671743254309682	-244.38571941248253	0.336062189338561	0.1935090518911997	0.28850183624120307	2.2990284605731773E-6	0.44778190002396717	0.43235852468478864	0.12455120305004545	1.8093016124546639E-6	1.0	0.18433426794235672	1.0135266953303028	0.215467066516607	0.2515676257876903	-244.38571941248253	-16.635532333438686	-0.14387426725977304
222000	-245.35989540768514	-4.566042722915718	-240.79385268476943	0.19190508132871414	0.5754595018594493	0.6226569251211248	5.168515663842578E-7	0.4141825904545077	0.7284075975637575	0.08088196165256335	2.923619698875374E-5	1.0	0.12037170211793907	0.9992009752906609	0.0650234838633463	0.183701682983772	-240.79385268476943	-16.635532333438686	0.4542664124415685
223000	-246.26658398624699	-3.51021881059949	-242.7563651756475	0.17013907104747084	0.18357635238657313	1.5928575420220654	1.0606439995895647E-6	0.5106784786504929	0.4574790989452744	0.06616641180770468	2.923619698875374E-5	1.0	0.3010957428453092	1.0208377902474426	0.27193627648767393	0.20903750588436756	-242.7563651756475	-16.635532333438686	2.105428888994628
224000	-246.2369429165919	-4.939668869273486	-241.2972740473184	0.2611102475808821	0.33274107965435645	-0.6934802162115714	1.0606439995895647E-6	0.8385385281324232	0.8886594561502265	0.021358505006219396	5.2962765540760495E-5	1.0	0.045483840669061866	0.9840490596095957	0.03992280722575838	-0.32518823441515304	-241.2972740473184	-16.635532333438686	0.25172616757260624
225000	-249.34366184435004	-6.4882896201163405	-242.8553722242337	0.32917450766599116	0.8369897611056781	1.1423391396817626	6.989124519502464E-7	1.0183631823145458	0.6588142206134331	0.02206531035492636	4.253264368786002E-5	1.0	0.07256634918084537	1.0089085370364026	0.0658408115081558	1.809631759848225E-15	-242.8553722242337	-16.635532333438686	-0.5316700328465127
226000	-246.0650097895314	-4.815250669966067	-241.2497591195653	0.23621065793027726	0.17146426268973017	0.6902008525283416	2.2565549729141223E-7	1.0183631823145458	0.6588142206134331	0.03251276767044509	5.04340003033868E-5	1.0	0.10360308954580358	0.9982603284753414	0.0894340735589109	0.4212744898448646	-241.2497591195653	-16.635532333438686	-1.3459219803750961
227000	-243.42658948527952	-2.9480485281902364	-240.47854095708928	0.22143155476386073	0.4488776218251411	0.14280386291259295	7.527329853629348E-8	0.6337932140128061	0.7450145111655528	0.027847763674953747	1.7367201670516992E-4	1.0	0.12663545901978826	1.0045227493894435	0.1583525024721042	0.0028918741632982287	-240.47854095708928	-16.635532333438686	0.6451412057424829
228000	-246.84121244407382	-3.024770316412887	-243.81644212766093	0.22725513523650437	0.13615562745774815	-0.08478751982535644	7.527329853629348E-8	0.6337932140128061	1.098536437881399	0.035017866088221695	3.889443380519145E-4	1.0	0.03672436517100002	1.025857886531488	0.0382370614355439	-0.18280977990304578	-243.81644212766093	-16.635532333438686	0.4363273686656508
229000	-256.97071832417345	-10.547881482253686	-246.42283684191977	0.41541965428069894	1.2360776523529318	5.675107442490573	1.0488788235414285E-7	0.5012436054555399	0.9437455533575784	0.035017866088221695	5.023990214130478E-4	1.0	0.05770867286085509	1.015442610640832	0.031999934049127224	0.4448208163011584	-246.42283684191977	-16.635532333438686	0.9414498444998827
230000	-253.48308656171594	-12.269130256840763	-241.21395630487518	0.2594465510974557	1.0872327834274829	4.948041437730224	5.222747497949111E-7	0.6949505337316457	0.6316320606664407	0.046777186602067776	6.718852528796916E-4	1.0	0.2707435727539571	1.0332528391555433	0.25514486686470567	-0.24564854781312867	-241.21395630487518	-16.635532333438686	0.9887935270003758
231000	-251.99446315363468	-9.0196686324837	-242.97479452115098	0.2789198059062318	0.6398461032361209	2.4968852471252267	5.222747497949111E-7	0.858201130870498	1.0246397409048174	0.037505093520023285	3.987278493008994E-4	1.0	0.024403906305290875	1.0013550685281323	0.01570881724908457	-0.14384694673236081	-242.97479452115098	-16.635532333438686	0.5188822122452657
232000	-248.84373061133851	-7.3289008710415615	-241.51482974029696	0.25303684061748494	0.1743292945591827	0.19295755543644288	1.902670967319588E-6	0.832295629205281	0.46341692075950663	0.20487805681823368	1.747941512068694E-4	1.0	0.03159682412487418	0.9919175006107671	0.03383747315815879	0.31440040018604787	-241.51482974029696	-16.635532333438686	-0.1388133221711927
233000	-255.08191791797415	-13.543283768180597	-241.53863414979355	0.18779896038477822	0.5694203604132425	1.4739417701500857	7.3822807540315E-6	0.40172368489327925	0.6476858720124136	0.20487805681823368	0.006780859688638702	1.0	0.1296645581496385	0.9764931888807705	0.09958509981693721	0.2209881560188488	-241.53863414979355	-16.635532333438686	0.7926317130244402
234000	-254.75586919118672	-11.043716747478813	-243.7121524437079	0.1471950679263163	0.17125832310575195	0.8636281905027103	1.9518205779200384E-6	0.8766982108690559	1.096328500839529	0.16576334704459073	0.01535132420247565	1.0	0.35821071099771035	1.3326865523357416	0.2975960801424101	0.5697299024589022	-243.7121524437079	-16.635532333438686	2.7841924721942046
235000	-255.16899807926808	-14.923706085439989	-240.2452919938281	0.24991832390287844	0.6397426628270296	1.5030091510211006	2.434616657514968E-6	0.8472162267297048	0.5405068842530015	0.06575669604799264	0.051064610375016174	1.0	0.28941314897773684	1.0316836023243607	0.3263529310705261	0.10087564944242719	-240.2452919938281	-16.635532333438686	0.3606494371520736
236000	-252.89480608289375	-10.090803668988379	-242.80400241390538	0.24888292796676698	0.33206511665294336	0.4196149277280251	8.57585589381817E-7	0.8472162267297048	1.0606294879948246	0.018043298665427768	0.06739674299707117	1.0	0.0013765415171655185	0.999847508052823	0.0012236238422791174	-0.37513495428733384	-242.80400241390538	-16.635532333438686	1.3234413495008706
237000	-258.30139637875243	-9.861306366156661	-248.44009001259576	0.2866028851906485	0.14164561579956877	3.270127116032642	6.356901447216217E-7	0.7941239399029764	0.9151349307863887	0.008027674897410162	0.029014801010875974	1.0	0.007999309134502067	0.9989674610076698	0.008379061479276747	-0.23372327514781033	-248.44009001259576	-16.635532333438686	1.49314709418918
238000	-246.88848750570514	-7.100381634771265	-239.7881058709339	0.2061898465245036	0.19626189312793327	0.10015014171802017	1.2530783103181958E-7	0.7941239399029764	0.7059100241290918	0.008027674897410162	0.08759949086009212	1.0	0.009527888266791794	0.9972209830175638	0.009234933858384071	-0.18954008880089337	-239.7881058709339	-16.635532333438686	0.6601133027135221
239000	-253.49762890374927	-11.158566373320154	-242.33906253042912	0.2584532254810357	0.6196033428227267	-0.683525844876819	7.392873868038313E-8	0.8501107868695943	0.760095298657331	0.023446525269238225	0.11208718462056544	1.0	0.12711714914794456	0.934844551652209	0.0813748493653339	-0.22035664649930511	-242.33906253042912	-16.635532333438686	-0.41398627782839387
240000	-252.830302574849	-11.627185790705347	-241.20311678414365	0.21782881208798419	0.4446236773159835	0.08224119697801857	1.807491821009034E-7	0.4297528778420989	0.43204264067071346	0.1977448213500297	0.10339757717667837	1.0	0.3883826815038617	0.8198389201676537	0.5308758142150942	-0.6310292650014078	-241.20311678414365	-16.635532333438686	0.5443605690579421
241000	-249.95829184291827	-9.63993458105816	-240.31835726186011	0.16914945254363367	0.32378301578296526	0.5743375548496344	3.5232099171487295E-7	0.4024869047623427	0.43204264067071346	0.07246130642247804	0.16051056580200676	1.0	0.09586403951106302	1.000585145889373	0.07516714942277827	NaN	-240.31835726186011	-16.635532333438686	1.8566683938589086
242000	-249.5951959583353	-6.99177947414781	-242.60341648418748	0.2350576991034042	0.6684932553752306	0.07067340715130777	6.060527781727749E-7	0.4024869047623427	0.40322398512988755	0.004219001094351923	0.013413706201553686	1.0	0.015649289990174845	1.0044459936957986	0.011440919883840056	-0.45034058486258405	-242.60341648418748	-16.635532333438686	-0.14848543332677938
243000	-251.15605789952957	-9.35265693313044	-241.80340096639912	0.29861097945483916	0.26530112775873793	-1.2761580810923288	6.060527781727749E-7	0.41599194527292976	0.4452898905483355	0.007704426617574785	0.08601281961835554	1.0	0.02215569358174989	0.9963835887899939	0.02363591617877261	0.5284899371570421	-241.80340096639912	-16.635532333438686	0.26699047851639723
244000	-248.6549375794984	-9.398286465449342	-239.25665111404908	0.2135849336542366	0.4257900269252742	0.19862741519830507	4.3830981429050337E-7	0.6157583568199781	0.6657707830970796	0.006090407661677291	0.1519495782499197	1.0	0.011890499621251016	1.0042961085957152	0.009068542708937843	-0.18133388840598122	-239.25665111404908	-16.635532333438686	0.388707117481613
245000	-251.02618833405737	-9.184115775728504	-241.84207255832885	0.19727772715186548	0.16874058453402224	0.5317863772200302	1.0054726104480003E-6	0.366634840984548	0.4752390544704403	0.0438505669125953	0.1429617052545696	1.0	0.03560954739105495	1.0055918691809085	0.029346150041647902	-0.5295373342830185	-241.84207255832885	-16.635532333438686	1.8463613779194825
246000	-250.0302359394044	-9.232120027277434	-240.79811591212697	0.19579543315382597	0.17015722483031429	-0.12140531429691159	1.6757171019572908E-7	0.5067550612865451	0.5907119132592416	0.0438505669125953	0.1429617052545696	1.0	0.0285195049331812	1.004656183035274	0.03287151348041005	0.3833928871964186	-240.79811591212697	-16.635532333438686	0.20552126979205276
247000	-259.17032696434404	-12.612505542871254	-246.5578214214728	0.24787737876467436	0.30673093522456096	0.8347055423735774	5.7801682356808475E-8	1.2342859695111619	0.5907119132592416	0.04756638262961496	0.8398822223963848	1.0	0.3880330127108289	0.9316251467693283	0.2792365052060966	0.5203869534894326	-246.5578214214728	-16.635532333438686	0.9066223726240576
248000	-257.1216349173206	-13.365108125010975	-243.75652679230961	0.2423823779288297	0.34223489408741575	0.5542983997349324	7.539581753762313E-8	0.9023034839260371	0.5924265105797164	0.10419223170373469	0.8398822223963848	1.0	0.5173159830061576	1.0090704143929576	0.3760810212557629	0.43106110023917266	-243.75652679230961	-16.635532333438686	1.0626971677425976
249000	-255.66675054678	-8.687416389039825	-246.97933415774017	0.19388110471126474	0.21349660667458303	0.12583307857215775	1.357857005048883E-8	1.3422561046844348	0.45356481867372217	0.10146451687019489	1.0125498410067164	1.0	0.006161450030471766	1.002515070267355	0.005510541647455401	-0.02978759108460679	-246.97933415774017	-16.635532333438686	1.9791222835357076
250000	-257.0017273835593	-13.514752754372639	-243.48697462918665	0.21385314599162705	0.5141311961638007	-0.06562222124111533	8.616988774091006E-7	0.5281962479390876	0.4526929537564882	0.041301170298475756	0.6845243276386367	1.0	0.13002414805553875	1.045096129050256	0.10364647979518662	-0.4491219510443304	-243.48697462918665	-16.635532333438686	0.09166385351885498
251000	-261.08575825291587	-16.42762467316711	-244.65813357974875	0.24101606074288817	0.43711740665919224	1.3408244233534177	7.30986366510112E-7	1.0143858339380893	0.8924591438434059	0.23912958937685352	0.6845243276386367	1.0	0.14572270840887602	0.9786178761849463	0.1370746605053174	0.4792418286100825	-244.65813357974875	-16.635532333438686	1.2036761185142812
252000	-256.0797560061071	-14.579079896716433	-241.5006761093907	0.24531818075480277	0.4628307287665207	0.22110296902210796	3.876119345414394E-7	1.0692215873188247	0.8924591438434059	0.08250434528213826	0.6845243276386367	1.0	0.08404895880709838	0.9869271587162719	0.07467208584599627	-0.4291053652531623	-241.5006761093907	-16.635532333438686	0.22811460828022578
253000	-254.88314656076642	-11.944495396795798	-242.93865116397063	0.27686231132082867	0.30438430443992714	-0.21409263118082789	3.157986123298426E-7	1.1160299556191948	0.4482160237437012	0.021471572368145016	0.6500122246579831	1.0	0.06730313474394291	0.9817942244923366	0.06602420818552818	0.015933158852244545	-242.93865116397063	-16.635532333438686	0.19856050897304267
254000	-251.72799122982218	-9.640706403699195	-242.08728482612298	0.22341780620711002	0.28926575658343634	-0.38874308707772176	2.056840717039635E-7	0.2519161294555444	0.6375776707007955	0.021471572368145016	0.0664606702720404	1.0	0.3185190931569614	0.9305290793913358	0.157187161360279	0.0	-242.08728482612298	-16.635532333438686	-0.3558432246426104
255000	-257.6011509354304	-16.176921511046753	-241.4242294243836	0.6856784835986622	0.5445839007280747	0.183384554289177	1.2857808515201604E-7	1.1892297561161487	0.9600774875364543	0.1823282049849634	0.011622880423592831	1.0	0.9767902764786488	0.3575018365684507	0.5745561722493857	-0.18969185915242884	-241.4242294243836	-16.635532333438686	-2.607615057790272
256000	-253.55571617900836	-9.35002262474956	-244.2056935542588	0.2094921921661265	0.2434069051533714	1.6542406628845798	8.774535390932799E-8	0.2276115734413711	1.1497568024841136	0.034826417570341245	0.0790956345689818	1.0	0.38114669026340076	1.0527752594353095	0.33687038339698094	0.10661521829961546	-244.2056935542588	-16.635532333438686	1.5474782519562618
257000	-253.5645753391612	-10.340389194739975	-243.22418614442122	0.2574064475920427	1.0688017880828315	2.5016815450405248	1.5847510689273226E-8	0.2892901826780996	0.5661085809791445	0.17712034420877248	0.012566629069198702	1.0	0.1358575804960265	0.9679510549121644	0.14771109351193393	0.05365426593548557	-243.22418614442122	-16.635532333438686	-0.1731106939265975
258000	-250.93654551526967	-10.264038165418793	-240.6725073498509	0.2788229742825773	0.2665446594928589	2.2324962261035965	2.1983102496696046E-8	0.6783239319683879	0.7939863804485618	0.1448246156360458	0.01044872403322798	1.0	0.10055536769897687	0.9723652010939264	0.05636615095114215	0.07424063375838631	-240.6725073498509	-16.635532333438686	-0.746532634027733
259000	-249.23147923550613	-5.271851405181604	-243.95962783032454	0.3143741765573406	0.3200672999839694	-0.2256326266818185	3.6236475057354214E-9	0.8212565018943536	0.6793938530191411	0.1656597960658376	0.006082147989129344	1.0	0.21550365874629251	1.0119131185311798	0.19003912385739194	-0.45029195622015145	-243.95962783032454	-16.635532333438686	0.6985100748240421
260000	-254.7962223455856	-8.973967801510621	-245.82225454407498	0.49454974475252406	0.529030919332764	2.8067679328285555	1.9929065737977964E-9	0.8212565018943536	0.6793938530191411	0.1502979301394198	0.012703411507350838	1.0	0.2447251069210832	0.9436812288379234	0.22580506062757852	-0.6061783641079009	-245.82225454407498	-16.635532333438686	0.20607837902412718
261000	-254.1863009838384	-13.096942208654438	-241.08935877518397	0.24834666964069527	1.299450797110073	5.6855070108673775	3.5736772302272702E-9	0.8765794015955777	0.9497764250268772	0.05676002491187247	0.012703411507350838	1.0	0.5614877337270926	0.9387568440168906	0.5120869814663997	-0.28355714521577724	-241.08935877518397	-16.635532333438686	0.8411412128865413
262000	-244.5959682041885	-4.1624286873326515	-240.43353951685583	0.20191479933725887	0.677667190420318	0.08234184869095251	3.135300931939413E-10	0.8765794015955777	0.8032763219580713	0.07739809913504539	0.010592469646333362	1.0	0.1928884484214456	1.036594249802218	0.13224551489298939	-0.3631597863689043	-240.43353951685583	-16.635532333438686	0.053902541250301805
263000	-246.60780411729442	-5.854759686533303	-240.75304443076112	0.2731082060565647	0.4725857805651349	2.977440324223762	4.767862823547199E-10	0.3526259284887267	0.3818211921631797	0.04409864110029102	0.0782389308884139	1.0	0.20126740897540996	0.8546560889015794	0.23524780520488395	0.2015398441669	-240.75304443076112	-16.635532333438686	1.048264425271472
264000	-245.5671583058539	-4.763526179989988	-240.8036321258639	0.19262535835768363	0.22542444573195725	3.0251770623591057	4.5878041366463206E-10	0.2839632404664742	0.5971156310759564	0.012399888498993776	0.18016344522245803	1.0	0.385860727766289	0.8199290241047111	0.2747977596779774	0.7536985326816372	-240.8036321258639	-16.635532333438686	1.7954808961930215
265000	-245.39432983148794	-5.453471908659658	-239.9408579228283	0.17390096626639354	0.13838512223297955	-3.0017189487756046	4.2019776178295654E-10	0.4168903676844479	0.5520763948369396	0.018711596490188297	0.22486857565222088	1.0	0.27283344040853247	1.11524121461071	0.24323915689943942	-0.5410658924249315	-239.9408579228283	-16.635532333438686	1.070569564070567
266000	-244.11316936826515	-2.962878647880739	-241.15029072038442	0.23098350372978466	0.3142044302715528	1.2191510637695333	5.662946934017289E-10	0.4394805659177386	0.33978018696385254	0.019640959263836973	0.08999256326171128	1.0	0.06381041845199217	0.9960928026547033	0.07383516397412761	0.3145356029368813	-241.15029072038442	-16.635532333438686	0.9865679810906849
267000	-247.76890319904254	-2.453775384566578	-245.31512781447597	0.26471405793922476	0.31563848881254086	-0.4259777820545345	4.5820229280953477E-10	0.06722445668514977	0.6884615091145728	0.018200436630678694	0.17605698017380264	1.0	0.08034285814084904	0.9715112880595259	0.059894911703004185	-0.4817100901855958	-245.31512781447597	-16.635532333438686	0.03249064103357946
268000	-248.34354836434954	-4.380640279191326	-243.9629080851582	0.25015948023949425	0.2458220202095618	-2.527332218631065	8.239493508897379E-10	0.26374210375733503	0.47535936767309156	0.0071556075356465024	0.1611068703310178	1.0	0.023742348808254578	0.9789138632630545	0.017297177002307134	-0.35260120542977413	-243.9629080851582	-16.635532333438686	0.306107854859541
269000	-250.8192350238093	-8.55033435560859	-242.26890066820073	0.16095797191350797	0.5745587643030288	-0.535580999350826	9.333090719243837E-9	0.36767148331350047	0.4910232954789294	0.026042464205776553	0.2322995453552423	1.0	0.3793476117289047	0.8540575838125734	0.260365632964865	-0.609607756427498	-242.26890066820073	-16.635532333438686	0.3034045116236267
270000	-247.94999570368714	-6.692519526645709	-241.25747617704144	0.2785707716333237	0.5697983743066808	0.8793428197708717	7.2530743560464514E-9	0.36767148331350047	0.2749279399670418	0.00839300022805787	0.2322995453552423	1.0	0.2800394619586412	0.8753948961415114	0.3080891228701266	-0.09832825455306413	-241.25747617704144	-16.635532333438686	0.3091313698463127
271000	-245.35123583126628	-6.345906674636536	-239.00532915662976	0.21317361718110467	0.36386561396435035	0.7410131808316252	2.0007429751572727E-9	0.5010777828471776	0.49478733611971293	0.017590862236922772	0.2610084043351814	1.0	0.33422452677567493	0.8560082175298533	0.22475481186750837	-0.6683858086395552	-239.00532915662976	-16.635532333438686	0.7064193861826464
272000	-246.04266779344442	-5.56060629895493	-240.4820614944895	0.1611218692845995	0.416253630506975	2.433179580072972	2.0007429751572727E-9	0.29314341742195726	0.49478733611971293	0.017590862236922772	0.17783580977992103	1.0	0.07251575018038707	0.9986911237090034	0.07059517071996622	-0.0981209928886842	-240.4820614944895	-16.635532333438686	1.640754298108547
273000	-248.53773354426025	-4.286916910168701	-244.25081663409154	0.2320509295347772	0.2770420106976844	0.0707799388197139	3.5374931274410932E-9	0.2333259932221941	0.5773620549087897	0.014465893351524366	0.4010175815702058	1.0	0.08408494706839666	1.0323121403770659	0.07419170034023494	0.6764052771361789	-244.25081663409154	-16.635532333438686	1.2647941111816858
274000	-249.56947350955525	-5.855946730501131	-243.71352677905412	0.34420672360440574	0.43081062006310294	0.7631361149579498	1.43698996653711E-8	0.7241074789468461	0.6156785805746106	0.0010494124197321045	0.15532353518778522	1.0	0.2893552516569753	1.0209914816125756	0.21501229368643848	-0.3936692687040885	-243.71352677905412	-16.635532333438686	0.5229874457503696
275000	-255.17061407531006	-9.174227777771417	-245.99638629753863	0.20333585089065834	0.39154984505609186	-0.6297638654747	6.27881109163425E-8	1.5335453410221036	0.6156785805746106	8.343678603498055E-4	1.0985780961488705	1.0	0.14164852585235224	1.0025207719641447	0.156950130497122	0.05599078895349234	-245.99638629753863	-16.635532333438686	0.4218132961522476
276000	-255.19578590325779	-10.021411307831883	-245.1743745954259	0.2828677873427202	0.5035224678236065	0.6206819430359262	2.069881368551449E-8	1.5335453410221036	0.6156785805746106	0.0017685912215648527	0.49055744360078185	1.0	0.2999307226726286	0.8085205729242367	0.3571175298210618	-0.32682363030353406	-245.1743745954259	-16.635532333438686	-0.8752207112929914
277000	-256.24739841783156	-9.307579015711514	-246.93981940212004	0.24973997455582966	0.4765938298480661	1.9453906793198508	1.5497379136536167E-8	1.5335453410221036	0.9752495824049574	0.0013244971844481137	0.13823550019541028	1.0	0.5436318323851775	1.261500631388661	0.306917713883223	-0.14055103006901737	-246.93981940212004	-16.635532333438686	0.5242278566347697
278000	-249.17743889843067	-8.61710925513672	-240.56032964329395	0.19202861473625257	0.4055669643559851	0.4509766674676676	3.092057448885766E-7	0.4566127761679721	0.9752495824049574	9.072581996841185E-4	0.3715796533451685	1.0	0.2724252567023602	0.9237801523495901	0.21591085737091972	-0.2629656201356747	-240.56032964329395	-16.635532333438686	0.9873950135324191
279000	-252.3620074466212	-11.46485308457128	-240.89715436204992	0.1661531840860775	0.3411691744373877	-1.963779015109968	4.866449153761384E-7	0.7702512486749955	0.895332623243646	0.001422275758420893	0.25892927452384823	1.0	0.3704152301126906	1.024177547598346	0.29130995132300797	-0.24804797287709057	-240.89715436204992	-16.635532333438686	0.7003170693249975
280000	-254.18743706972512	-11.204901656933327	-242.9825354127918	0.25091842912418966	0.7598505187861433	1.0743661806435512	1.0516745368854016E-6	0.2558317986971344	0.34696053707376107	0.0017625555188378452	0.4128314422479792	1.0	0.20893051427971077	1.0561936503545435	0.19384788533559447	0.0994446959310346	-242.9825354127918	-16.635532333438686	-0.24664545111905545
